PART_NO,VILLAGE,SECTION_NO,SECTION_ADDRESS
1,Jivand Kalan,1,"Barala Vas ,Jivand Kalan"
1,Jivand Kalan,2,"Naiyo Ka Vas ,Jivand Kalan"
1,Jivand Kalan,3,"Pipali Wala Vas ,Jivand Kalan"
1,Jivand Kalan,4,"Latavala Vas ,Jivand Kalan"
1,Jivand Kalan,5,"Jain Mandir Chouraha ,Jivand Kalan"
1,Jivand Kalan,6,"Vader Vas ,Jivand Kalan"
1,Jivand Kalan,7,"Varavo Ka Vas ,Jivand Kalan"
1,Jivand Kalan,8,"Sado Ka Vas ,Jivand Kalan"
1,Jivand Kalan,9,"Purohito Ka Vas ,Jivand Kalan"
1,Jivand Kalan,10,"Ravla Ka Vas ,Jivand Kalan"
1,Jivand Kalan,11,Jivand Kalan
2,Jivand Kalan,1,"Dhani Valo Ka Vas ,Jivand Kalan"
2,Jivand Kalan,2,"Choudhariyo Ka Vas-1 ,Jivand Kalan"
2,Jivand Kalan,3,"Bhomiyo Ka Vas ,Jivand Kalan"
2,Jivand Kalan,4,"Am Samata ,Jivand Kalan"
2,Jivand Kalan,5,"Samata Wala Vas ,Jivand Kalan"
2,Jivand Kalan,6,"Dhani Mataji Ka Mandir ,Jivand Kalan"
2,Jivand Kalan,7,"Kago Ka Vas ,Jivand Kalan"
2,Jivand Kalan,8,"Devasiyo Ka Vas ,Jivand Kalan"
2,Jivand Kalan,9,"Choudhariyo Ka Bas-2 ,Jivand Kalan"
2,Jivand Kalan,10,"Bhato Ka Vas ,Jivand Kalan"
2,Jivand Kalan,11,"Dhani Nai Basti ,Jivand Kalan"
2,Jivand Kalan,12,"Meghvalo Ka Vas ,Jivand Kalan"
2,Jivand Kalan,13,"Barapho Ki Dhani ,Jivand Kalan"
3,Boradi,1,"Badavas ,Boradi"
3,Boradi,2,"Sajavato Ka Vas ,Boradi"
3,Boradi,3,"Baladiyo Ka Vas ,Boradi"
3,Boradi,4,"Sado Ka Vas ,Boradi"
3,Boradi,5,"Nadol Road ,Boradi"
4,Boradi,1,"Am Rasta ,Boradi"
4,Boradi,2,"Meghwalon Ka Vas-1 ,Boradi"
4,Boradi,3,"Choudhariyo Ka Vas ,Boradi"
4,Boradi,4,"Indira Colony ,Boradi"
4,Boradi,5,"Rabadiyo Ka Vas-1 ,Boradi"
4,Boradi,6,"Teliyo Ka Vas ,Boradi"
4,Boradi,7,"Meghwalon Ka Vas-2 ,Boradi"
4,Boradi,8,"Main Bazar ,Boradi"
4,Boradi,9,"Sadulaji Ka Vas ,Boradi"
4,Boradi,10,"Rabadiyo Ka Vas-2 ,Boradi"
5,Guda Roopsingh,1,"Nai Basti ,Guda Roopsingh"
5,Guda Roopsingh,2,"Saragaro Ka Vas ,Guda Roopsingh"
5,Guda Roopsingh,3,"Main Rasta Jivand Kalan ,Guda Roopsingh"
5,Guda Roopsingh,4,"Meghwalon Ka Vas ,Guda Roopsingh"
5,Guda Roopsingh,5,"Am Rasta-1 ,Guda Roopsingh"
5,Guda Roopsingh,6,"Choudhariyo Ka Vas ,Guda Roopsingh"
5,Guda Roopsingh,7,"Ravali Pol ,Guda Roopsingh"
5,Guda Roopsingh,8,"Am Rasta-2,Guda Roopsingh"
5,Guda Roopsingh,9,"Am Chouraha ,Guda Roopsingh"
5,Guda Roopsingh,10,"Am Rasta-3 ,Guda Roopsingh"
5,Guda Roopsingh,11,"Hanuman Ji Mandir ,Guda Roopsingh"
5,Guda Roopsingh,12,"Nadi Ke Pas ,Guda Roopsingh"
5,Guda Roopsingh,13,"Am Rasta Nadol ,Guda Roopsingh"
5,Guda Roopsingh,14,"Jivand Khurd Rasta ,Guda Roopsingh"
5,Guda Roopsingh,15,"Sariyo Ka Vas ,Guda Roopsingh"
6,Jivand Khurd,1,"Bera Navoda ,Jivand Khurd"
6,Jivand Khurd,2,"Raiko Ka Vas ,Jivand Khurd"
6,Jivand Khurd,3,"Charano Ka Vas ,Jivand Khurd"
6,Jivand Khurd,4,"Ravali Pol-1 ,Jivand Khurd"
6,Jivand Khurd,5,"Kumharo Ka Vas ,Jivand Khurd"
6,Jivand Khurd,6,"Ravali Pol-2 ,Jivand Khurd"
6,Jivand Khurd,7,"Nipal Rasta ,Jivand Khurd"
6,Jivand Khurd,8,"Am Rasta ,Jivand Khurd"
6,Jivand Khurd,9,"Jivand Khurd Rasta ,Jivand Khurd"
6,Jivand Khurd,10,Jivand Khurd
7,Gawara,1,"Choudhariyo Ki Uparali Gali ,Gavada"
7,Gawara,2,"Ambemata Mandir Ke Pas ,Gavada"
7,Gawara,3,"Bichali Gali ,Gavada"
7,Gawara,4,"Bangalavas ,Gavada"
7,Gawara,5,"Koyatabas Gali ,Gavada"
8,Gawara,1,"Purohito Ka Bas ,Gavada"
8,Gawara,2,"Choudhariyo Ka Ghar-1 ,Gavada"
8,Gawara,3,"Kabutar Chowk ,Gavada"
8,Gawara,4,"Rajputon Ka Bas ,Gavada"
8,Gawara,5,"Meghwalon Ka Bas-1 ,Gavada"
8,Gawara,6,"Janava Choudhariyo Ka Vas ,Gavada"
8,Gawara,7,"Am Road ,Gavada"
8,Gawara,8,"Saragaro Ka Vas ,Gavada"
8,Gawara,9,"Meghwalon Ka Vas -2,Gavada"
8,Gawara,10,"Choudhariyo Ka Ghar-2 ,Gavada"
8,Gawara,11,Gavada
9,Nipal,1,"Mahajano Ka Vas ,Nipal"
9,Nipal,2,"Choudhariyo Ka Vas ,Nipal"
9,Nipal,3,"Pathano Ka Vas ,Nipal"
9,Nipal,4,"Rajputon Ka Bas ,Nipal"
9,Nipal,5,"Devasiyo Ka Vas ,Nipal"
9,Nipal,6,"Meeno Ka Vas-1,Nipal"
9,Nipal,7,"Nipal-1,Nipal"
9,Nipal,8,"Meeno Ka Vas-2 ,Nipal"
9,Nipal,9,"Men Road ,Nipal"
9,Nipal,10,"Shitala Chowk ,Nipal"
10,Nipal,1,"Am Rasta ,Nipal"
10,Nipal,2,"Vader Vala Vas ,Nipal"
10,Nipal,3,"Hira Dhani ,Nipal"
10,Nipal,4,"Keshargarh Dhani ,Nipal"
11,Nipal,1,"Loto Ka Vas ,Nipal"
11,Nipal,2,"Meghwalon Ka Vas ,Nipal"
11,Nipal,3,"Naya Pata V Men Road ,Nipal"
11,Nipal,4,Nipal
11,Nipal,5,"Nipal-2,Nipal"
12,Guda Kesharsingh,1,"Santo Ki Basti ,Guda Kesarsingh"
12,Guda Kesharsingh,2,"Vidhyalay Ke Pas Rajput Basti ,Guda Kesarsingh"
12,Guda Kesharsingh,3,"Shekhawato Ki Pol Ke Pas Ki Basti ,Guda Kesarsingh"
12,Guda Kesharsingh,4,"Shekhawato Ki Pol Ke Andar ,Guda Kesarsingh"
12,Guda Kesharsingh,5,"Raoli Pol Ke Andar ,Guda Kesarsingh"
12,Guda Kesharsingh,6,"Raiko Ki Basti ,Guda Kesarsingh"
12,Guda Kesharsingh,7,"Choudhariyo Ka Vas ,Guda Kesarsingh"
12,Guda Kesharsingh,8,"Rajputon Ki Nai Basti ,Guda Kesarsingh"
12,Guda Kesharsingh,9,"Raika Basti ,Guda Kesarsingh"
12,Guda Kesharsingh,10,"Meghwalon Ka Vas ,Guda Kesarsingh"
13,Nadol,1,"Katavari Ka Rasta ,Nadol"
13,Nadol,2,"Bhawani Clinic ,Nadol"
13,Nadol,3,"Shanidev Mandir ,Nadol"
13,Nadol,4,"Bas Stand ,Nadol"
13,Nadol,5,"Harijan Basti ,Nadol"
13,Nadol,6,"Ravla Arat Ki Gali ,Nadol"
13,Nadol,7,"Khetalaji Mandir Ka Chok ,Nadol"
13,Nadol,8,"Ratan Chouraha ,Nadol"
13,Nadol,9,"Meghwalon Ka Bada Vas ,Nadol"
13,Nadol,10,"Ravla Ki Gali ,Nadol"
14,Nadol,1,"Ratan Chouraya ,Nadol"
14,Nadol,2,"Mukhya Road-1 ,Nadol"
14,Nadol,3,"Mehta Gali ,Nadol"
14,Nadol,4,"Mehta Vas ,Nadol"
14,Nadol,5,"Valda Vali Gali ,Nadol"
14,Nadol,6,"Maliyon Ka Vas-1 ,Nadol"
14,Nadol,7,"Phondron Ka Vas ,Nadol"
14,Nadol,8,"Maliyon Ka Vas-2 ,Nadol"
14,Nadol,9,"Mukhya Road-2 ,Nadol"
14,Nadol,10,"Somnath Road ,Nadol"
14,Nadol,11,"Men Road Rayan Ka Vas ,Nadol"
14,Nadol,12,"Mutha Ka Vas ,Nadol"
14,Nadol,13,"Nadi Kinare ,Nadol"
14,Nadol,14,"Juna Kheda ,Nadol"
14,Nadol,15,"Main Bazar ,Nadol"
14,Nadol,16,"Mehaton Ki Gali ,Nadol"
14,Nadol,17,Nadol
15,Nadol,1,"Pichaka Choudhariyon Ka Vas ,Nadol"
15,Nadol,2,"Akhariya ,Nadol"
15,Nadol,3,"Vader Wala Choudhariyo Ka Bas ,Nadol"
15,Nadol,4,"Ravo Ki Gali ,Nadol"
15,Nadol,5,"Naya Daravaja ,Nadol"
15,Nadol,6,"Choudhariyon Ka Bas Naya Daravaja ,Nadol"
15,Nadol,7,"Choki Vader Wala Vas ,Nadol"
15,Nadol,8,"Ghasiyon Vas ,Nadol"
15,Nadol,9,"Dhavalipol Ke Samne ,Nadol"
15,Nadol,10,"Daravaja Ke Andar ,Nadol"
15,Nadol,11,"Men Bazar ,Nadol"
16,Nadol,1,"Police Choki ,Nadol"
16,Nadol,2,"Kharada Road ,Nadol"
16,Nadol,3,"Kharada Road ,Nadol"
16,Nadol,4,"Gogadi Magari ,Nadol"
16,Nadol,5,"Gojadi Magari Ke Pichhe ,Nadol"
17,Nadol,1,"Navi Pati-1 ,Nadol"
17,Nadol,2,"Talab Daravaja Bahar ,Nadol"
17,Nadol,3,"Navi Pati-2 ,Nadol"
17,Nadol,4,"Rebariyon Ka Bas ,Nadol"
17,Nadol,5,"Talab Ke Pas ,Nadol"
17,Nadol,6,"Khatiko Ka Bas ,Nadol"
17,Nadol,7,"Navi Pati-3 ,Nadol"
17,Nadol,8,"Thanako Ka Bas ,Nadol"
17,Nadol,9,"Boharo Ka Bas-1 ,Nadol"
17,Nadol,10,Nadol
17,Nadol,11,"Boharo Ka Bas-2 ,Nadol"
17,Nadol,12,"Somnath Gali ,Nadol"
17,Nadol,13,"Bas Stand ,Nadol"
18,Nadol,1,"Barala Bas ,Nadol"
18,Nadol,2,"Natho Ki Dhani ,Nadol"
18,Nadol,3,"Kana Dhani ,Nadol"
18,Nadol,4,"Kotadi Road ,Nadol"
18,Nadol,5,"Hospital ,Nadol"
18,Nadol,6,"Nai Abadi ,Nadol"
19,Nadol,1,"Anasi Bai Mandir ,Nadol"
19,Nadol,2,"Vera Parakh ,Nadol"
19,Nadol,3,Ndol
19,Nadol,4,"Vera Hanumanji Wala ,Nadol"
19,Nadol,5,"Vera Nava Nada ,Nadol"
19,Nadol,6,"Vera Dalaji Wala ,Nadol"
19,Nadol,7,"Vera Chovadiyo Wala ,Nadol"
19,Nadol,8,"Vera Bhatiyoni Wala ,Nadol"
19,Nadol,9,"Vera Bhasaldi ,Nadol"
19,Nadol,10,"Vera Somavato Wala ,Nadol"
19,Nadol,11,"Vera Bhadarva ,Nadol"
19,Nadol,12,"Vera Kumharon Wala ,Nadol"
19,Nadol,13,"Vera Khariya ,Nadol"
19,Nadol,14,"Vera Javato Wala-1 ,Nadol"
19,Nadol,15,"Vera Jadiyo Wala ,Nadol"
19,Nadol,16,"Vera Khariya ,Nadol"
19,Nadol,17,"Vera Javato Wala-2 ,Nadol"
19,Nadol,18,"Bera Koita ,Nadol"
20,Nadol,1,"Vera Nava Arat ,Nadol"
20,Nadol,2,"Vera Phodaro Wala ,Nadol"
20,Nadol,3,"Vera Vader Wala ,Nadol"
20,Nadol,4,"Vera Naya Dhimara ,Nadol"
20,Nadol,5,"Vera Solankiyo Wala ,Nadol"
20,Nadol,6,"Vera Pithoba Wala ,Nadol"
20,Nadol,7,"Parakela Ki Dhani ,Nadol"
20,Nadol,8,"Vera Monoba Wala ,Nadol"
20,Nadol,9,"Vera Lunava ,Nadol"
20,Nadol,10,"Vera Sasakava ,Nadol"
20,Nadol,11,"Ashapura Mandir ,Nadol"
20,Nadol,12,"Vera Valdiya-1 ,Nadol"
20,Nadol,13,"Vera Uganiya ,Nadol"
20,Nadol,14,"Vera Pipaliya ,Nadol"
20,Nadol,15,"Vera Nibala ,Nadol"
20,Nadol,16,"Vera Hadago Wala ,Nadol"
20,Nadol,17,"Vera Thoriyo Wala ,Nadol"
20,Nadol,18,"Vera Kaboya ,Nadol"
20,Nadol,19,"Vera Rakiya Talab ,Nadol"
20,Nadol,20,"Vera Devki ,Nadol"
20,Nadol,21,"Vera Samadala ,Nadol"
20,Nadol,22,"Vera Thoriyo Wala ,Nadol"
20,Nadol,23,"Vera Naya Guda Talab ,Nadol"
20,Nadol,24,"Vera Ghosariya ,Nadol"
20,Nadol,25,"Vera Rugadi Wala ,Nadol"
20,Nadol,26,"Vera Koita ,Nadol"
20,Nadol,27,"Vera Nokara ,Nadol"
20,Nadol,28,"Vera Sajava ,Nadol"
20,Nadol,29,Nadol
20,Nadol,30,"Vera Varadaji Wala ,Nadol"
20,Nadol,31,"Vera Pol Wala ,Nadol"
20,Nadol,32,"Vera Hiravato Wala ,Nadol"
20,Nadol,33,"Vera Tama Dhariyon Wala ,Nadol"
20,Nadol,34,"Vera Vadala Wala ,Nadol"
20,Nadol,35,"Vera Doli ,Nadol"
20,Nadol,36,"Vera Bolo Wala ,Nadol"
20,Nadol,37,"Vera Balo Wala ,Nadol"
20,Nadol,38,"Vera Modaro Wala ,Nadol"
20,Nadol,39,"Vera Luharo Wala ,Nadol"
20,Nadol,40,"Vera Dhimara ,Nadol"
20,Nadol,41,"Vera Valdiya-2 ,Nadol"
20,Nadol,42,"Vera Kago Wala ,Nadol"
20,Nadol,43,"Vera Raddo Wala ,Nadol"
21,Nadol,1,"Pataliya Bas ,Nadol"
21,Nadol,2,"Rathoudo Ka Vas-1 ,Nadol"
21,Nadol,3,"Masjid Gali ,Nadol"
21,Nadol,4,"Rathoudo Ka Vas-2 ,Nadol"
21,Nadol,5,"Rathoudo Ka Bas-3 ,Nadol"
21,Nadol,6,"Fala Barala ,Nadol"
21,Nadol,7,"Vader Daravaja Ke Bahar ,Nadol"
21,Nadol,8,"Dhua Daravaja Ke Andar ,Nadol"
21,Nadol,9,"Badla Wala Vas Rathoud Meghwal ,Nadol"
21,Nadol,10,"Men Bazar ,Nadol"
21,Nadol,11,"Bijova Vas ,Nadol"
21,Nadol,12,"Bada Bas ,Nadol"
21,Nadol,13,"Siyalon Ka Bas ,Nadol"
21,Nadol,14,"Garh Ke Pas ,Nadol"
21,Nadol,15,"Bera Satukar ,Nadol"
21,Nadol,16,"Vera Muniya Pataliya ,Nadol"
21,Nadol,17,"Vera Dhedhava ,Nadol"
21,Nadol,18,"Vera Lalava ,Nadol"
21,Nadol,19,"Veeera Dara Magra ,Nadol"
21,Nadol,20,"Vera NarLair Road ,Nadol"
21,Nadol,21,"Vera Harjiba Wala,Nadol"
22,Narlai,1,"Hanuman Ji Ke Mandir Ke Pas ,Narlai"
22,Narlai,2,"Rabariyon Ka Bas ,Narlai"
22,Narlai,3,"Shani Maharaj Ki Gali ,Narlai"
22,Narlai,4,"Dhori Daravaja Ke Andra ,Narlai"
22,Narlai,5,"Choupa Ki Gali ,Narlai"
22,Narlai,6,"Javal Meghwalon Ka Bas ,Narlai"
22,Narlai,7,"Choudhariyon Ki Phalani Bahar ,Narlai"
22,Narlai,8,"Vader Ke Mandir Ke Pichhe Vali Gali ,Narlai"
22,Narlai,9,"Choudhariyon Ki Phalani Upala ,Narlai"
23,Narlai,1,"Ghanchiyon Ka Vas ,Narlai"
23,Narlai,2,"Daniyon Ka Bas ,Narlai"
23,Narlai,3,"Sevago Ka Bas ,Narlai"
23,Narlai,4,"Ravla ,Narlai"
23,Narlai,5,"Chouhanon Ka Bas ,Narlai"
23,Narlai,6,"Lakshakaron Ka Makan ,Narlai"
23,Narlai,7,"Bhimagada ,Narlai"
23,Narlai,8,"Meghwalon Ki Phalani ,Narlai"
23,Narlai,9,"Panchayat Ke Pas ,Narlai"
23,Narlai,10,"Sanghiyon Ka Bas ,Narlai"
23,Narlai,11,"Gadiyon Ki Gali ,Narlai"
23,Narlai,12,"Ravon Ka Vas ,Narlai"
24,Narlai,1,"Kumharon v ghanchiyon chiyon Ka Bas ,Narlai"
24,Narlai,2,"Abotiya Ke Pas ,Narlai"
24,Narlai,3,"Louharon Ka Bas ,Narlai"
24,Narlai,4,"Dodiyon Ka Bas ,Narlai"
24,Narlai,5,"Charabhuja Mandir Ke Pas ,Narlai"
24,Narlai,6,"Bavariyon Ka Jhupa ,Narlai"
25,Narlai,1,"Post Office Ke Pas ,Narlai"
25,Narlai,2,"Adinath Jain Mandir Ke Pas ,Narlai"
25,Narlai,3,"Bas Stand Ke Pas ,Narlai"
25,Narlai,4,"Vagariyon Ki Gali ,Narlai"
25,Narlai,5,"Maliyon Ka Bas ,Narlai"
25,Narlai,6,"Sutharo Ka Bas-1 ,Narlai"
25,Narlai,7,"Jain Mohalla ,Narlai"
25,Narlai,8,"Sutharon Ka Bas-2 ,Narlai"
25,Narlai,9,"Post Office Gali ,Narlai"
25,Narlai,10,"Sutharon Ka Bas-3 ,Narlai"
25,Narlai,11,"Ajubas Gali ,Narlai"
25,Narlai,12,"Janwa Mohalla ,Narlai"
25,Narlai,13,"Kumharon Ka Bas ,Narlai"
25,Narlai,14,"Matha Bavadi ,Narlai"
25,Narlai,15,"Dipo Wala Jav ,Narlai"
25,Narlai,16,"Bera Dhimadi ,Narlai"
25,Narlai,17,"Ajuvab Ke Pas ,Narlai"
25,Narlai,18,"Purana Bas Stand Gali ,Narlai"
25,Narlai,19,"Bas Stand Gali ,Narlai"
25,Narlai,20,"Post Office Gali ,Narlai"
26,Narlai,1,"Pani Ki Purani Tanki Ke Pas ,Narlai"
26,Narlai,2,"Nai Abadi Laton ,Narlai"
26,Narlai,3,"Valaya Me ,Narlai"
26,Narlai,4,"Sadak Ke Pas ,Narlai"
26,Narlai,5,"Nai Vader Ke Pas ,Narlai"
26,Narlai,6,"Vera Thokarava Ke Pas Meghwal ,Narlai"
27,Narlai,1,"Jogiyon Ka Bas ,Narlai"
27,Narlai,2,"Kagon Ki Gali ,Narlai"
27,Narlai,3,"Mil Ke Pas ,Narlai"
27,Narlai,4,"Devasiyon Ki Gali ,Narlai"
27,Narlai,5,"Vera Thokarava Ke Pas Jogi ,Narlai"
27,Narlai,6,"Rebariyoen Ki Dhani ,Narlai"
27,Narlai,7,"Nat Colony ,Narlai"
27,Narlai,8,"Vera Thokrava Ke Pas ,Narlai"
27,Narlai,9,"Indra Colony ,Narlai"
27,Narlai,10,"Mil Ke Pichhe Ki Basti ,Narlai"
27,Narlai,11,"Saliyon Ki Kakar ,Narlai"
27,Narlai,12,"Saliyon Ki Magari ,Narlai"
27,Narlai,13,"Viravav Ke Pas ,Narlai"
28,Narlai,1,"Andar Vav Ki Gali ,Narlai"
28,Narlai,2,"Shani Dev Ki Gali ,Narlai"
28,Narlai,3,"Bazar ,Narlai"
28,Narlai,4,"Nayi Pati ,Narlai"
28,Narlai,5,"Andar Vali Gali ,Narlai"
28,Narlai,6,"Sutharon Ka Bas ,Narlai"
28,Narlai,7,"Hombaron Ka Bas ,Narlai"
28,Narlai,8,"Masjid Ke Pas ,Narlai"
28,Narlai,9,"Mukhay Bazar ,Narlai"
28,Narlai,10,"Nayapura Ka Bas ,Narlai"
28,Narlai,11,"Saliya Kakar ,Narlai"
28,Narlai,12,"Pariharon Ka Bas ,Narlai"
28,Narlai,13,"Brahmapuri Ka Bas ,Narlai"
29,Anewa,1,"Charano Ka Mohalla-1 ,Aneva"
29,Anewa,2,"Mukhya Chouraha-1 ,Aneva"
29,Anewa,3,"Ramdevji Ke Pas ,Aneva"
29,Anewa,4,"Mukhya Chouraha-2 ,Aneva"
29,Anewa,5,"Mahadevji Chowk-1 ,Aneva"
29,Anewa,6,"Karani Maa Chowk-1 ,Aneva"
29,Anewa,7,"Meghavalo Ka Vas ,Aneva"
29,Anewa,8,"Karani Maa Chowk-2 ,Aneva"
29,Anewa,9,"Mahadevaji Chowk-2 ,Aneva"
29,Anewa,10,"Purani School ,Aneva"
29,Anewa,11,"Mukhya Chouraha-3 ,Aneva"
29,Anewa,12,"Charano Ka Mohalla-2 ,Aneva"
29,Anewa,13,"Dhani ,Aneva"
29,Anewa,14,"Nai Dhani ,Aneva"
29,Anewa,15,"Purani Basti ,Guda Khoba"
29,Anewa,16,"Nai Basti ,Guda Khoba"
29,Anewa,17,"School Ke Pas ,Guda Khoba"
29,Anewa,18,"School Ke Pichhe ,Guda Khoba"
29,Anewa,19,"Desuri Marg ,Guda Khoba"
29,Anewa,20,GUDA KHOBA
30,Madpur,1,"Chodhariyo Ki Dhani-1 ,Madapur"
30,Madpur,2,"Choudhariyon Ki Dhani-2 ,Madapur"
30,Madpur,3,"Lalsingh Ka Kua ,Madapur"
30,Madpur,4,"Chouhata-1 ,Madapur"
30,Madpur,5,"Meghwalon Ka Bas ,Madapur"
30,Madpur,6,"Ravla Pol ,Madapur"
30,Madpur,7,"Chouhata-2 ,Madapur"
30,Madpur,8,"Devasiyo Ka Bas ,Madapur"
30,Madpur,9,"Chouhata Andar,Madapur"
30,Madpur,10,"Mahadevaji Ki Dhani ,Madapur"
30,Madpur,11,"Higalaj Sagar Bera ,Madapur"
30,Madpur,12,"Jagaram Ka Bera ,Madapur"
30,Madpur,13,"Bhopal Singh Ka Bera ,Madapur"
30,Madpur,14,"Dhana ,Madapur"
30,Madpur,15,Tikhi
30,Madpur,16,"Chandansingh Ka Bera ,Tikhi"
30,Madpur,17,"Khumaji Ka Bera ,Tikhi"
31,Lampi,1,"Desuri Road-1 ,Lampi"
31,Lampi,2,"Raiko Ka Vas ,Lampi"
31,Lampi,3,"Desuri Road-2 ,Lampi"
31,Lampi,4,"Purohito Ka Vas ,Lampi"
31,Lampi,5,"Hathai Ke Pas ,Lampi"
31,Lampi,6,"School Ke Pas ,Lampi"
31,Lampi,7,"Bhairuji Magari Ke Pas ,Lampi"
32,Guda Askaran,1,"Dasano Ka Bas ,Guda Asakaran"
32,Guda Askaran,2,"Ravali Pol ,Guda Asakaran"
32,Guda Askaran,3,"Champavato Ki Pol ,Guda Asakaran"
32,Guda Askaran,4,"Govind Bangala ,Guda Asakaran"
32,Guda Askaran,5,"Rebariyo Ka Vas ,Guda Asakaran"
32,Guda Askaran,6,"Meghwalon Ka Vas ,Guda Asakaran"
32,Guda Askaran,7,"Pichaka ,Guda Asakaran"
33,Ganthi,1,"Indra Colony ,Ganthi"
33,Ganthi,2,"Meghwalon Ka Vas ,Ganthi"
33,Ganthi,3,"Up Swasthay Kendra Ke Pas ,Ganthi"
33,Ganthi,4,"Bhilo Ka Vas ,Ganthi"
33,Ganthi,5,"Am Chouhata ,Ganthi"
33,Ganthi,6,"Ramdevji Ka Mandir ,Ganthi"
33,Ganthi,7,"Brahamano Ka Vas ,Ganthi"
33,Ganthi,8,"Purohito Ka Vas ,Ganthi"
33,Ganthi,9,"Sutharo Ka Vas ,Ganthi"
33,Ganthi,10,"Mahadevaji Ka Vas ,Ganthi"
34,Ganthi,1,"Hiragaro Ka Vas ,Ganthi"
34,Ganthi,2,"Ravato Ka Vas ,Ganthi"
34,Ganthi,3,"Aakharia ,Ganthi"
34,Ganthi,4,"Bas Stand ,Ganthi"
34,Ganthi,5,"Kumharo Ka Vas ,Ganthi"
34,Ganthi,6,"Meeno Ki Pol ,Ganthi"
34,Ganthi,7,"Meeno Ka Vas ,Ganthi"
34,Ganthi,8,"Akariya ,Ganthi"
34,Ganthi,9,"Makaraniyo Ka Vas ,Ganthi"
34,Ganthi,10,"Math ,Ganthi"
34,Ganthi,11,"Vera Palana ,Ganthi"
34,Ganthi,12,"Sumer Kheda ,Ganthi"
34,Ganthi,13,"Bera Khejada,Ganthi"
34,Ganthi,14,"Chopela,Ganthi"
34,Ganthi,15,"Himmat Nagar ,Ganthi"
34,Ganthi,16,"Natho Ki Dhani ,Ganthi"
35,Sumer,1,"Bera Thanedaro Ki Basti ,Sumer"
35,Sumer,2,"Hamisa ,Sumer"
35,Sumer,3,"Raiko Ka Vas ,Sumer"
35,Sumer,4,"Mamaji Ka Than ,Sumer"
35,Sumer,5,"Jain Mandir Ke Pas ,Sumer"
35,Sumer,6,"Jain Saray ,Sumer"
35,Sumer,7,"Chohata ,Sumer"
35,Sumer,8,"Nimbali Nadi ,Sumer"
35,Sumer,9,"Sundari Nadi ,Sumer"
36,Desuri,1,"Nat Basti ,Desuri"
36,Desuri,2,"Regar Colony ,Desuri"
36,Desuri,3,"Ramdev Mandir ,Desuri"
36,Desuri,4,"Telephone Eksachenj ,Desuri"
36,Desuri,5,"Bera Kharbala ,Desuri"
36,Desuri,6,"Bera Jaikali ,Desuri"
36,Desuri,7,"Rebariyon Ki Dhani ,Desuri"
36,Desuri,8,"Petrol Pamp Ke Samne ,Desuri"
36,Desuri,9,"Pani Tanki Ke Samne ,Desuri"
36,Desuri,10,"Bhairunath Basti ,Desuri"
36,Desuri,11,"Pani Ki Tanki Ke Pichhe ,Desuri"
36,Desuri,12,"Pani Ki Tanki Ke Pas ,Desuri"
36,Desuri,13,"Bayosa Than ,Desuri"
36,Desuri,14,"Bal Hanuman Basti ,Desuri"
36,Desuri,15,"Bal Hanuman Mandir ,Desuri"
36,Desuri,16,"Rathelav Talab ,Desuri"
36,Desuri,17,"Shambhu Dhuni-2 ,Desuri"
36,Desuri,18,"Shambhu Dhuni-1 ,Desuri"
37,Desuri,1,"Petrol Pamp Ke Pas ,Desuri"
37,Desuri,2,"Bijali Board Ke Pichhe ,Desuri"
37,Desuri,3,"Kerli Vas ,Desuri"
37,Desuri,4,"Kerli Vas ,Desuri"
37,Desuri,5,"Bera Gendariya ,Desuri"
37,Desuri,6,"Khetalaji Mandir Ke Pas ,Desuri"
37,Desuri,7,"Menwada ,Desuri"
38,Desuri,1,"Kumharon Ka Vas-1 ,Desuri"
38,Desuri,2,"Khatiko Ka Vas ,Desuri"
38,Desuri,3,"Nal Ka Daravaja ,Desuri"
38,Desuri,4,"Sado Ka Vas ,Desuri"
38,Desuri,5,"Patwar Bhawan Ke Pas ,Desuri"
38,Desuri,6,"Kumavaton Ka Choura ,Desuri"
38,Desuri,7,"Nayon Ka Vas ,Desuri"
38,Desuri,8,"Naharon Ka Vas-1 ,Desuri"
38,Desuri,9,"Meghavalon Ka Vas ,Desuri"
38,Desuri,10,"Naharon Ka Vas-2 ,Desuri"
38,Desuri,11,"Patvo Ka Vas ,Desuri"
38,Desuri,12,"Naya Vas ,Desuri"
38,Desuri,13,"Hospital Parisar,Desuri"
38,Desuri,14,"Hospital Ke Pas ,Desuri"
38,Desuri,15,"Kile Ke Pas ,Desuri"
38,Desuri,16,"Panchayat Ke Pas ,Desuri"
38,Desuri,17,"Kumharon Ka Vas-2 ,Desuri"
38,Desuri,18,"Sardar Bab ,Desuri"
38,Desuri,19,"Nal Ka Darvaja ,Desuri"
38,Desuri,20,"Ramdevji Ki Gali ,Desuri"
39,Desuri,1,"Barali Guvadi-1 ,Desuri"
39,Desuri,2,"Lato Ka Vas ,Desuri"
39,Desuri,3,"Barali Guvadi-2 ,Desuri"
39,Desuri,4,"Choudhara Mata Road ,Desuri"
39,Desuri,5,DESURI
40,Desuri,1,"Kachahari Road ,Desuri"
40,Desuri,2,"Kachahari Road, Deron Ka Vas ,Desuri"
40,Desuri,3,"Godaniyon Ka Vas ,Desuri"
40,Desuri,4,"Vakal Mata Mandir Ke Pas ,Desuri"
